log_level_desc,log_level,error_code,event_desc
warning,4,717035,OCSP status is being checked for certificate. certificate_identifier.
warning,4,717037,Tunnel group search using certificate maps failed for peer certificate: certificate_identifier.
warning,4,720001,(VPN-unit) Failed to initialize with Chunk Manager.
warning,4,720007,(VPN-unit) Failed to allocate chunk from Chunk Manager.
warning,4,720008,(VPN-unit) Failed to register to High Availability Framework.
warning,4,720009,(VPN-unit) Failed to create version control block.
warning,4,720011,(VPN-unit) Failed to allocate memory
warning,4,720013,(VPN-unit) Failed to insert certificate in trust point trustpoint_name
warning,4,720022,(VPN-unit) Cannot find trust point trustpoint
warning,4,720033,(VPN-unit) Failed to queue add to message queue.
warning,4,720038,(VPN-unit) Corrupted message from active unit.
warning,4,720043,(VPN-unit) Failed to send type message id to standby unit
warning,4,720044,(VPN-unit) Failed to receive message from active unit
warning,4,720047,(VPN-unit) Failed to sync SDI node secret file for server IP_address on the standby unit.
warning,4,720051,(VPN-unit) Failed to add new SDI node secret file for server id on the standby unit.
warning,4,720052,(VPN-unit) Failed to delete SDI node secret file for server id on the standby unit. 
warning,4,720053,"(VPN-unit) Failed to add cTCP IKE rule during bulk sync, peer=IP_address,port=port"
warning,4,720054,"(VPN-unit) Failed to add new cTCP record, peer=IP_address, port=port."
warning,4,720055,(VPN-unit) VPN Stateful failover can only be run in single/non-transparent mode.
warning,4,720064,"(VPN-unit) Failed to update cTCP database record for peer=IP_address, port=port during bulk sync."
warning,4,720065,"(VPN-unit) Failed to add new cTCP IKE rule, peer=peer, port=port. "
warning,4,720066,(VPN-unit) Failed to activate IKE database. 
warning,4,720067,(VPN-unit) Failed to deactivate IKE database. 
warning,4,720068,(VPN-unit) Failed to parse peer message.
warning,4,720069,(VPN-unit) Failed to activate cTCP database. 
warning,4,720070,(VPN-unit) Failed to deactivate cTCP database. 
warning,4,720073,(VPN-unit) Fail to insert certificate in trust point trustpoint on the standby unit. 
warning,4,721007,(device) Fail to update access list list_name on standby unit.
warning,4,721011,"(device) Fail to add access list rule list_name, line line_no on standby unit. "
warning,4,721013,(device) Fail to enable APCF XML file file_name on the standby unit. 
warning,4,721015,(device) Fail to disable APCF XML file file_name on the standby unit. 
warning,4,721017,"(device) Fail to create WebVPN session for user user_name, IP ip_address. "
warning,4,721019,"(device) Fail to delete WebVPN session for client user user_name, IP ip_address. "
warning,4,722001,IP IP_address Error parsing SVC connect request.
warning,4,722002,IP IP_address Error consolidating SVC connect request.
warning,4,722003,IP IP_address Error authenticating SVC connect request.
warning,4,722004,Group group User user-name IP IP_address Error responding to SVC connect request.
warning,4,722015,Group group User user-name IP IP_address Unknown SVC frame type: type-num 
warning,4,722016,Group group User user-name IP IP_address Bad SVC frame length: length expected: expected-length
warning,4,722017,"Group group User user-name IP IP_address Bad SVC framing: 525446, reserved: 0"
warning,4,722018,"Group group User user-name IP IP_address Bad SVC protocol version: version, expected: expected-version"
warning,4,722019,Group group User user-name IP IP_address Not enough data for an SVC header: length
warning,4,722039,"Group group, User user, IP ip, SVC 'vpn-filter acl' is an IPv6 ACL; ACL not applied."
warning,4,722040,"Group group, User user, IP ip, SVC 'ipv6-vpn-filter acl' is an IPv4 ACL; ACL not applied"
warning,4,722041,TunnelGroup tunnel_group GroupPolicy group_policy User username IP peer_address No IPv6 address available for SVC connection
warning,4,722042,Group group User user IP ip Invalid Cisco SSL Tunneling Protocol version. 
warning,4,722047,Group group User user IP ip Tunnel terminated: SVC not enabled or invalid SVC image on the ASA.
warning,4,722048,Group group User user IP ip Tunnel terminated: SVC not enabled for the user.
warning,4,722049,Group group User user IP ip Session terminated: SVC not enabled or invalid image on the ASA.
warning,4,722050,Group group User user IP ip Session terminated: SVC not enabled for the user. 
warning,4,724001,Group group-name User user-name IP IP_address WebVPN session not allowed. Unable to determine if Cisco Secure Desktop was running on the client's workstation.
warning,4,724002,Group group-name User user-name IP IP_address WebVPN session not terminated. Cisco Secure Desktop was not running on the client's workstation.
warning,4,733100,"Object drop rate rate_ID exceeded. Current burst rate is rate_val per second, max configured rate is rate_val; Current average rate is rate_val per second, max configured rate is rate_val; Cumulative total count is total_cnt"
warning,4,733101,"Object objectIP (is targeted|is attacking). Current burst rate is rate_val per second, max configured rate is rate_val; Current average rate is rate_val per second, max configured rate is rate_val; Cumulative total count is total_cnt."
warning,4,733102,Threat-detection adds host %I to shun list
warning,4,733103,Threat-detection removes host %I from shun list
warning,4,733104,TD_SYSLOG_TCP_INTERCEPT_AVERAGE_RATE_EXCEED
warning,4,733105,TD_SYSLOG_TCP_INTERCEPT_BURST_RATE_EXCEED
warning,4,735015,"CPU var1: Temp: var2 var3, Warm"
warning,4,735016,"Chassis Ambient var1: Temp: var2 var3, Warm"
warning,4,735018,"Power Supply var1: Temp: var2 var3, Critical"
warning,4,735019,"Power Supply var1: Temp: var2 var3, Warm"
warning,4,737012,IPAA: Address assignment failed
warning,4,737013,"IPAA: Error freeing address ip-address, not found"
warning,4,737019,IPAA: Unable to get address from group-policy or tunnel-group local pools
warning,4,737025,"IPAA: Not releasing local pool ip-address, due to local pool duplicate issue"
warning,4,737028,IPAA: Adding ip-address to standby: failed
warning,4,737030,IPAA: Adding %m to standby: address already in use
warning,4,737032,IPAA: Removing ip-address from standby: not found
warning,4,737033,IPAA: Unable to assign addr_allocator provided IP address ip_addr to client. This IP address has already been assigned by previous_addr_allocator
warning,4,738001,interface finished importing license(s) from source
notifications,5,109012,"Authen Session End: user 'user', sid number, elapsed number seconds"
notifications,5,109029,Parsing downloaded ACL: string
notifications,5,111002,Begin configuration: IP_address reading from device
notifications,5,111003,IP_address Erase configuration
notifications,5,111004,IP_address end configuration: {FAILED|OK}
notifications,5,111005,IP_address end configuration: OK
notifications,5,111007,Begin configuration: IP_address reading from device.
notifications,5,111008,User user executed the command string
notifications,5,111010,"User username, running application-name from IP ip addr, executed cmd"
notifications,5,113024,"Group tg: Authenticating type connection from ip with username, user_name, from client certificate"
notifications,5,113025,Group tg: FAILED to extract username from certificate while authenticating type connection from ip
notifications,5,120001,Smart Call-Home Module is started. 
notifications,5,120002,Smart Call-Home Module is terminated. 
notifications,5,120008,SCH client client is activated.
notifications,5,120009,SCH client client is deactivated.
notifications,5,199001,Reload command executed from Telnet (remote IP_address).
notifications,5,212009,"Configuration request for SNMP group groupname failed. User username, reason."
notifications,5,303003,"FTP cmd_string command denied - failed strict inspection, terminating connection from %s:%A/%d to %s:%A/%d."
notifications,5,303004,"FTP cmd_string command unsupported - failed strict inspection, terminating connection from source_interface:source_address/source_port to dest_interface:dest_address/dest_interface"
notifications,5,304001,user source_address Accessed {JAVA URL|URL} dest_address: url.
notifications,5,304002,Access denied URL chars SRC IP_address DEST IP_address: chars
notifications,5,305013,Asymmetric NAT rules matched for forward and reverse flows; Connection protocol src interface_name:source_address/source_port dest interface_name:dest_address/dest_port denied due to NAT reverse path failure.
notifications,5,321001,Resource var1 limit of var2 reached.
notifications,5,321002,Resource var1 rate limit of var2 reached.
notifications,5,331002,Dynamic DNS type RR for ('fqdn_name' - ip_address | ip_address - 'fqdn_name') successfully updated in DNS server dns_server_ip
notifications,5,332003,Web Cache IP_address/service_ID acquired
notifications,5,333002,Timeout waiting for EAP response - context:EAP-context
notifications,5,333010,EAP-SQ response Validation Flags TLV indicates PV request - context:EAP-context
notifications,5,334002,EAPoUDP association successfully established - host-address 
notifications,5,334003,EAPoUDP association failed to establish - host-address 
notifications,5,334005,Host put into NAC Hold state - host-address 
notifications,5,334006,EAPoUDP failed to get a response from host - host-address
notifications,5,335002,"Host is on the NAC Exception List - host-address, OS:oper-sys"
notifications,5,335003,"NAC Default ACL applied, ACL:ACL-name - host-address"
notifications,5,335008,NAC IPSec terminate from dynamic ACL:ACL-name - host-address
notifications,5,336010,"E,IGRP-ddb_name tableid as_id: Neighbor address (%interface) is event_msg: msg"
notifications,5,338302,"Address ipaddr discovered for domain name from list, Adding rule"
notifications,5,338303,"Address ipaddr (name) timed out, Removing rule"
notifications,5,402128,"CRYPTO: An attempt to allocate a large memory block failed, size: size, limit: limit"
notifications,5,415004,"HTTP - matched matched_string in policy-map map_name, content-type verification failed connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
notifications,5,415005,"HTTP - matched matched_string in policy-map map_name, URI length exceeded connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
notifications,5,415006,"HTTP - matched matched_string in policy-map map_name, URI matched connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
notifications,5,415007,"HTTP - matched matched_string in policy-map map_name, Body matched connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
notifications,5,415008,"HTTP - matched matched_string in policy-map map_name, header matched connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
notifications,5,415009,"HTTP - matched matched_string in policy-map map_name, method matched connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
notifications,5,415010,"matched matched_string in policy-map map_name, transfer encoding matched connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
notifications,5,415011,HTTP - policy-map map_name:Protocol violation connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num
notifications,5,415012,"HTTP - matched matched_string in policy-map map_name, Unknown mime-type connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
notifications,5,415013,HTTP - policy-map map-name:Malformed chunked encoding connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num
notifications,5,415014,"HTTP - matched matched_string in policy-map map_name, Mime-type in response wasn't found in the accept-types of the request connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
notifications,5,415015,"HTTP - matched matched_string in policy-map map_name, transfer-encoding unknown connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
notifications,5,415018,"HTTP - matched matched_string in policy-map map_name, Header length exceeded connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
notifications,5,415019,"HTTP - matched matched_string in policy-map map_name, status line matched connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
notifications,5,415020,"HTTP - matched matched_string in policy-map map_name, a non-ASCII character was matched connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
notifications,5,444100,Shared request request failed. Reason: reason
notifications,5,444101,Shared license service is active. License server address: address
notifications,5,500001,ActiveX content modified src IP_address dest IP_address on interface interface_name.
notifications,5,500002,Java content modified src IP_address dest IP_address on interface interface_name.
notifications,5,500003,"Bad TCP hdr length (hdrlen=bytes, pktlen=bytes) from source_address/source_port to dest_address/dest_port, flags: tcp_flags, on interface interface_name"
notifications,5,501101,User transitioning priv level 
notifications,5,502101,New user added to local dbase: Uname: user Priv: privilege_level Encpass: string 
notifications,5,502102,User deleted from local dbase: Uname: user Priv: privilege_level Encpass: string 
notifications,5,502103,User priv level changed: Uname: user From: privilege_level To: privilege_level 
notifications,5,502111,New group policy added: name: policy_name Type: policy_type 
notifications,5,502112,Group policy deleted: name: policy_name Type: policy_type 
notifications,5,503001,"Process number, Nbr IP_address on interface_name from string to string, reason "
notifications,5,504001,Security context context_name was added to the system 
notifications,5,504002,Security context context_name was removed from the system
notifications,5,505001,Module in slot slotnum is shutting down. Please wait... 
notifications,5,505002,Module in slot slotnum is reloading. Please wait... 
notifications,5,505003,Module in slot slotnum is resetting. Please wait... 
notifications,5,505004,Module in slot slotnum shutdown is complete.
notifications,5,505005,Module in slot slotnum is initializing control communication. Please wait... 
notifications,5,505006,Module in slot slotnum is Up. 
notifications,5,505007,Module in slot slotnum is recovering. Please wait... 
notifications,5,505008,Module in slot slotnum software is being updated to vnewver (currently vver) 
notifications,5,505009,Module in slot slotnum software was updated to vnewver (previously vver)
notifications,5,505010,Module in slot slot removed.
notifications,5,505012,"Module in slot slot, application stopped application, version version"
notifications,5,505013,Module in slot slot application changed from: application version version to: newapplication version newversion.
notifications,5,506001,event_source_string event_string
notifications,5,507001,Terminating TCP-Proxy connection from interface_inside:source_address/source_port to interface_outside:dest_address/dest_port - reassembly limit of limit bytes exceeded
notifications,5,508001,"DCERPC message_type non-standard version_type version version_number from src_if:src_ip/src_port to dest_if:dest_ip/dest_port, terminating connection."
notifications,5,508002,"DCERPC response has low endpoint port port_number from src_if:src_ip/src_port to dest_if:dest_ip/dest_port, terminating connection."
notifications,5,509001,Connection attempt from src_intf:src_ip/src_port to dst_intf:dst_ip/dst_port was prevented by “no forward” command.
notifications,5,611103,User logged out: Uname: user 
notifications,5,611104,Serial console idle timeout exceeded 
notifications,5,612001,"Auto Update succeeded:filename, version:number "
notifications,5,711005,Traceback: call_stack 
notifications,5,713006,"Failed to obtain state for message Id message_number, Peer Address: IP_address "
notifications,5,713010,IKE area: failed to find centry for message Id message_number
notifications,5,713041,"IKE Initiator: new or rekey Phase 1 or 2, Intf interface_number, IKE Peer IP_address local Proxy Address IP_address, remote Proxy Address IP_address, Crypto map (crypto map tag)"
notifications,5,713049,"Security negotiation complete for tunnel_type type (group_name) Initiator/Responder, Inbound SPI = SPI, Outbound SPI = SPI"
notifications,5,713050,"Connection terminated for peer IP_address. Reason: termination reason Remote Proxy IP_address, Local Proxy IP_address"
notifications,5,713068,Received non-routine Notify message: notify_type (notify_value) 
notifications,5,713073,Responder forcing change of Phase 1/Phase 2 rekeying duration from larger_value to smaller_value seconds
notifications,5,713074,Responder forcing change of IPSec rekeying duration from larger_value to smaller_value Kbs
notifications,5,713075,Overriding Initiator's IPSec rekeying duration from larger_value to smaller_value seconds
notifications,5,713076,Overriding Initiator's IPSec rekeying duration from larger_value to smaller_value Kbs
notifications,5,713092,Failure during phase 1 rekeying attempt due to collision
notifications,5,713115,"Client rejected NAT enabled IPSec request, falling back to standard IPSec"
notifications,5,713119,Group group IP ip PHASE 1 COMPLETED
notifications,5,713120,PHASE 2 COMPLETED (msgid=msg_id)
notifications,5,713130,Received unsupported transaction mode attribute: attribute id
notifications,5,713131,Received unknown transaction mode attribute: attribute_id
notifications,5,713135,"message received, redirecting tunnel to IP_address."
notifications,5,713136,"IKE session establishment timed out [IKE_state_name], aborting!"
notifications,5,713137,Reaper overriding refCnt [ref_count] and tunnelCnt [tunnel_count] -- deleting SA!
notifications,5,713139,"group_name not found, using BASE GROUP default preshared key "
notifications,5,713144,Ignoring received malformed firewall record; reason - error_reason TLV typeattribute_value correction
notifications,5,713148,"Terminating tunnel to Hardware Client in network extension mode, unable to delete static route for address: IP_address, mask: netmask"
notifications,5,713155,DNS lookup for Primary VPN Server [server_name] successfully resolved after a previous failure. Resetting any Backup Server init.
notifications,5,713156,Initializing Backup Server [server_name or IP_address] 
notifications,5,713158,"Client rejected NAT enabled IPSec Over UDP request, falling back to IPSec OverTCP"
notifications,5,713178,IKE Initiator received a packet from its peer without a Responder cookie
notifications,5,713179,IKE AM Initiator received a packet from its peer without a payload_type payload
notifications,5,713196,Remote L2L Peer IP_address initiated a tunnel with same outer and inner addresses.Peer could be Originate Only - Possible misconfiguration!
notifications,5,713197,The configured Confidence Interval of number seconds is invalid for this tunnel_type connection. Enforcing the second default.
notifications,5,713199,Reaper corrected an SA that has not decremented the concurrent IKE negotiations counter (counter_value)!
notifications,5,713201,Duplicate Phase Phase packet detected. Action
notifications,5,713216,Rule: action Client type: version Client: type version is/is not allowed
notifications,5,713229,Auto Update - Notification to client client_ip of update string: message_string.
notifications,5,713237,ACL update (access_list) received during re-key re-authentication will not be applied to the tunnel.
notifications,5,713248,META-DATA Rekey initiation is being disabled during CRACK authentication.
notifications,5,713250,META-DATA Received unknown Internal Address attribute: attribute
notifications,5,713252,"Group = group, Username = user, IP = ip, Integrity Firewall Server is not available. VPN Tunnel creation rejected for client."
notifications,5,713253,"Group = group, Username = user, IP = ip, Integrity Firewall Server is not available. Entering ALLOW mode. VPN Tunnel created for client."
notifications,5,713257,Phase var1 failure: Mismatched attribute types for class var2: Rcv'd: var3 Cfg'd: var4
notifications,5,713259,"Group = groupname, Username = username, IP = peerIP, Session is being torn down. Reason: reason"
notifications,5,713904,"d,escriptive_event_string."
notifications,5,716053,SSO Server added: name: name Type: type
notifications,5,716054,SSO Server deleted: name: name Type: type
notifications,5,717013,Removing a cached CRL to accommodate an incoming CRL. Issuer: issuer
notifications,5,717014,"Unable to cache a CRL received from CDP due to size limitations (CRL size = size, available cache space = space)"
notifications,5,718002,"Create peer IP_address failure, already at maximum of number_of_peers "
notifications,5,718005,"Fail to send to IP_address, port port "
notifications,5,718006,Invalid load balancing state transition [cur=state_number][event=event_number] 
notifications,5,718007,Socket open failure failure_code 
notifications,5,718008,Socket bind failure failure_code 
notifications,5,718009,Send HELLO response failure to IP_address 
notifications,5,718010,Sent HELLO response to IP_address 
notifications,5,718011,Send HELLO request failure to IP_address 
notifications,5,718012,Sent HELLO request to IP_address 
notifications,5,718014,Master peer IP_address is not answering HELLO 
notifications,5,718015,Received HELLO request from IP_address 
notifications,5,718016,Received HELLO response from IP_address 
notifications,5,718024,Send CFG UPDATE failure to IP_address 
notifications,5,718028,Send OOS indicator failure to IP_address 
notifications,5,718031,Received OOS obituary for IP_address 
notifications,5,718032,Received OOS indicator from IP_address 
notifications,5,718033,Send TOPOLOGY indicator failure to IP_address 
notifications,5,718042,Unable to ARP for IP_address 
notifications,5,718043,Updating/removing duplicate peer entry IP_address 
notifications,5,718044,Deleted peer IP_address 
notifications,5,718045,Created peer IP_address 
notifications,5,718048,Create of secure tunnel failure for peer IP_address 
notifications,5,718050,Delete of secure tunnel failure for peer IP_address 
notifications,5,718052,Received GRAT-ARP from duplicate master MAC_address 
notifications,5,718053,"Detected duplicate master, mastership stolen MAC_address "
notifications,5,718054,Detected duplicate master MAC_address and going to SLAVE 
notifications,5,718055,Detected duplicate master MAC_address and staying MASTER
notifications,5,718057,"Queue send failure from ISR, msg type failure_code "
notifications,5,718060,Inbound socket select fail: context=context_ID. 
notifications,5,718061,Inbound socket read fail: context=context_ID. 
notifications,5,718062,Inbound thread is awake (context=context_ID).
notifications,5,718063,Interface interface_name is down.
notifications,5,718064,Admin. interface interface_name is down.
notifications,5,718065,"Cannot continue to run (public=up/down, private=up/down, enable=LB_state, master=IP_address, session=Enable/Disable)."
notifications,5,718066,"Cannot add secondary address to interface interface_name, ip IP_address."
notifications,5,718067,"Cannot delete secondary address to interface interface_name, ip IP_address"
notifications,5,718068,Start VPN Load Balancing in context context_ID.
notifications,5,718069,Stop VPN Load Balancing in context context_ID.
notifications,5,718070,Reset VPN Load Balancing in context context_ID.
notifications,5,718071,Terminate VPN Load Balancing in context context_ID.
notifications,5,718072,Becoming master of Load Balancing in context context_ID.
notifications,5,718073,Becoming slave of Load Balancing in context context_ID.
notifications,5,718074,Fail to create access list for peer context_ID.
notifications,5,718075,Peer IP_address access list not set.
notifications,5,718076,Fail to create tunnel group for peer IP_address.
notifications,5,718077,Fail to delete tunnel group for peer IP_address.
notifications,5,718078,Fail to create crypto map for peer IP_address.
notifications,5,718079,Fail to delete crypto map for peer IP_address.
notifications,5,718080,Fail to create crypto policy for peer IP_address.
notifications,5,718081,Fail to delete crypto policy for peer IP_address.
notifications,5,718082,Fail to create crypto ipsec for peer IP_address.
notifications,5,718083,Fail to delete crypto ipsec for peer IP_address.
notifications,5,718084,"Public/cluster IP not on the same subnet: public IP_address, mask netmask, cluster IP_address"
notifications,5,718085,Interface interface_name has no IP address defined.
notifications,5,718086,"Fail to install LB NP rules: type rule_type, dst interface_name, port port."
notifications,5,718087,"Fail to delete LB NP rules: type rule_type, rule rule_ID."
notifications,5,719014,Email Proxy is changing listen port from old_port to new_port for mail protocol
notifications,5,720016,(VPN-unit) Failed to initialize default timer #index.
notifications,5,720017,(VPN-unit) Failed to update LB runtime data
notifications,5,720018, Failed to get a buffer from the underlying core high availability subsystem. Error code code.
notifications,5,720019,(VPN-unit) Failed to update cTCP statistics. 
notifications,5,720020,(VPN-unit) Failed to send type timer message.
notifications,5,720021,(VPN-unit) HA non-block send failed for peer msg message_number. HA error code.
notifications,5,720035,(VPN-unit) Fail to look up CTCP flow handle
notifications,5,720036,(VPN-unit) Failed to process state update message from the active peer.
notifications,5,720071,(VPN-unit) Failed to update cTCP dynamic data.
notifications,5,720072,"Timeout waiting for Integrity Firewall Server [interface,ip] to become available."
notifications,5,722037,Group group User user-name IP IP_address SVC closing connection: reason.
notifications,5,722038,Group group-name User user-name IP IP_address SVC terminating session: reason.
notifications,5,722005,Group group User user-name IP IP_address Unable to update session information for SVC connection.
notifications,5,722006,Group group User user-name IP IP_address Invalid address IP_address assigned to SVC connection.
notifications,5,722010,Group group User user-name IP IP_address SVC Message: type-num/NOTICE: message
notifications,5,722011,Group group User user-name IP IP_address SVC Message: type-num/NOTICE: message
notifications,5,722012,Group group User user-name IP IP_address SVC Message: type-num/INFO: message
notifications,5,722028,Group group User user-name IP IP_address Stale SVC connection closed. 
notifications,5,722032,Group group User user-name IP IP_address New SVC connection replacing old connection.
notifications,5,722033,Group group User user-name IP IP_address First SVC connection established for SVC session.
notifications,5,722034,"Group group User user-name IP IP_address New SVC connection, no existing connection."
notifications,5,722037,Group group User user-name IP IP_address SVC closing connection: reason. 
notifications,5,722038,Group group-name User user-name IP IP_address SVC terminating session: reason.
notifications,5,722043,Group group User user IP ip DTLS disabled: unable to negotiate cipher.
notifications,5,722044,Group group User user IP ip Unable to request ver address for SSL tunnel.
notifications,5,734002,"DAP: User user, Addr ipaddr: Connection terminated by the following DAP records: DAP record names"
notifications,5,737003,"IPAA: DHCP configured, no viable servers found for tunnel-group 'tunnel-group' "
notifications,5,737004,"IPAA: DHCP configured, request failed for tunnel-group 'tunnel-group' "
notifications,5,737007,IPAA: Local pool request failed for tunnel-group 'tunnel-group' 
notifications,5,737008,IPAA: 'tunnel-group' not found
notifications,5,737009,"IPAA: requested address ip-address, request failed "
notifications,5,737011,"IPAA: requested address ip-address, not permitted, retrying "
notifications,5,737018,IPAA: DHCP request attempt num failed 
notifications,5,737021,IPAA: Address from local pool (ip-address) duplicates address from DHCP
notifications,5,737022,IPAA: Address from local pool (ip-address) duplicates address from AAA 
notifications,5,737024,"IPAA: Local pool assignment failed for suggested IP ip-address, retrying"
informational,6,106012,"Deny IP from IP_address to IP_address, IP options hex."
informational,6,106015,Deny TCP (no connection) from IP_address/port to IP_address/port flags tcp_flags on interface interface_name.
informational,6,106025,Failed to determine the security context for the packet:sourceVlan:source_address dest_address source_port dest_port protocol
informational,6,106026,Failed to determine the security context for the packet:sourceVlan:source_address dest_address source_port dest_port protocol
informational,6,106102,access-list acl_ID {permitted | denied} protocol interface_name/source_address source_port interface_name/dest_address dest_port hit-cnt number {first hit | number-second interval} hash codes
informational,6,108005,action_class: Received ESMTP req_resp from src_ifc:sip|sport to dest_ifc:dip|dport;further_info
informational,6,108007,TLS started on ESMTP session between client client-side interface-name: clientIP address/client port and server server-side interface-name: server IP address/server port
informational,6,109001,Auth start for user user from inside_address/inside_port to outside_address/outside_port
informational,6,109002,Auth from inside_address/inside_port to outside_address/outside_port failed (server IP_address failed) on interface interface_name.
informational,6,109003,"Auth from inside_address to outside_address/outside_port failed (all servers failed) on interface interface_name, so marking all servers ACTIVE again."
informational,6,109005,Authentication succeeded for user user from inside_address/inside_port to outside_address/outside_port on interface interface_name.
informational,6,109006,Authentication failed for user user from inside_address/inside_port to outside_address/outside_port on interface interface_name.
informational,6,109007,Authorization permitted for user user from inside_address/inside_port to outside_address/outside_port on interface interface_name.
informational,6,109008,Authorization denied for user user from outside_address/outside_port to inside_address/ inside_port on interface interface_name.
informational,6,109024,Authorization denied from source_address/source_port to dest_address/dest_port (not authenticated) on interface interface_name using protocol
informational,6,109025,Authorization denied (acl=acl_ID) for user 'user' from source_address/source_port to dest_address/dest_port on interface interface_name using protocol
informational,6,110002,Failed to locate egress interface for protocol from src interface:src IP/src port to dest IP/dest port
informational,6,110003,Routing failed to locate next-hop for protocol from src interface:src IP/src port to dest interface:dest IP/dest port
informational,6,120003,Process event group title
informational,6,113003,AAA group policy for user user is being set to policy_name.
informational,6,113004,"AAA user aaa_type Successful: server = server_IP_address, User = user"
informational,6,113005,"AAA user authentication Rejected: reason = string: server = server_IP_address, User = user"
informational,6,113006,User user locked out on exceeding number successive failed authentication attempts
informational,6,113007,User user unlocked by administrator
informational,6,113008,AAA transaction status ACCEPT: user = user
informational,6,113009,AAA retrieved default group policy policy for user user
informational,6,113010,AAA challenge received for user user from server server_IP_address
informational,6,113011,AAA retrieved user specific group policy policy for user user
informational,6,113012,AAA user authentication Successful: local database: user = user
informational,6,113013,AAA unable to complete the request Error: reason = reason: user = user
informational,6,113014,AAA authentication server not accessible: server = server_IP_address: user = user
informational,6,113015,AAA user authentication Rejected: reason = reason: local database: user = user 
informational,6,113016,AAA credentials rejected: reason = reason: server = server_IP_address: user =user
informational,6,113017,AAA credentials rejected: reason = reason: local database: user = user\
informational,6,113027,Username could not be found in certificate
informational,6,114004,4GE SSM I/O Initialization start.
informational,6,114005,4GE SSM I/O Initialization end.
informational,6,120007,Message group to destination delivered.
informational,6,199002,startup completed. Beginning operation.
informational,6,199003,Reducing link MTU dec.
informational,6,199005,Startup begin
informational,6,201012,Per-client embryonic connection limit exceeded curr num/limit for [input|output] packet from IP_address/ port to ip/port on interface interface_name
informational,6,210022,LU missed number updates 
informational,6,302003,Built H245 connection for foreign_address outside_address/outside_portlocal_address inside_address/inside_port
informational,6,302004,Pre-allocate H323 UDP backconnection for foreign_address outside_address/outside_port to local_address inside_address/inside_port
informational,6,302009,Rebuilt TCP connection number for foreign_address outside_address/outside_port global_address global_address/global_port local_address inside_address/inside_port
informational,6,302010,"connections in use, connections most used"
informational,6,302012,Pre-allocate H225 Call Signalling Connection for faddr IP_address/port to laddr IP_address
informational,6,302013,Built {inbound|outbound} TCP connection_id for interface:real-address/real-port (mapped-address/mapped-port) to interface:real-address/real-port (mapped-address/mapped-port) [(user)]
informational,6,302014,Teardown TCP connection id for interface:real-address/real-port to interface:real-address/real-port duration hh:mm:ss bytes bytes [reason] [(user)]
informational,6,302015,Built {inbound|outbound} UDP connection number for interface_name:real_address/real_port (mapped_address/mapped_port) to interface_name:real_address/real_port (mapped_address/mapped_port) [(user)]
informational,6,302016,Teardown UDP connection number for interface:real-address/real-port to interface:real-address/real-port duration hh:mm:ss bytes bytes [(user)]
informational,6,302017,Built {inbound|outbound} GRE connection id from interface:real_address (translated_address) to interface:real_address/real_cid (translated_address/translated_cid)[(user)
informational,6,302018,Teardown GRE connection id from interface:real_address (translated_address) to interface:real_address/real_cid (translated_address/translated_cid) duration hh:mm:ss bytes bytes [(user)]
informational,6,302020,Built ICMP connection connection_id from interface:real-address/real-port (mapped-address/mapped-port) to interface:real-address/real-port (mapped-address/mapped-port) [(user)]
informational,6,302021,Teardown ICMP connection connection_id from interface:real-address/real-port (mapped-address/mapped-port) to interface:real-address/real-port (mapped-address/mapped-port) [(user)]
informational,6,302033,Pre-allocated H323 GUP Connection for faddr interface:foreign address/foreign-port to laddr interface:local-address/local-port
informational,6,302303,Built TCP state-bypass connection conn_id from initiator_interface:real_ip/real_port(mapped_ip/mapped_port) to responder_interface:real_ip/real_port (mapped_ip/mapped_port)
informational,6,302304,"Teardown TCP state-bypass connection conn_id from initiator_interface:ip/port to responder_interface:ip/port duration, bytes, teardown reason."
informational,6,303002,"FTP connection from src_ifc:src_ip/src_port to dst_ifc:dst_ip/dst_port, user username action file filename"
informational,6,303005,"Strict FTP inspection matched match_string in policy-map policy-name, action_string from src_ifc:sip/sport to dest_ifc:dip/dport"
informational,6,304004,URL Server IP_address request failed URL url
informational,6,305007,addrpool_free(): Orphan IP IP_address on interface interface_number
informational,6,305009,Built {dynamic|static} translation from interface_name [(acl-name)]:real_address to interface_name:mapped_address
informational,6,305010,Teardown {dynamic|static} translation from interface_name:real_address to interface_name:mapped_address duration time
